file	vowel	point	time	F1	F2	variety	speaker	gender	repetition	type	count	element	target
F01-01-001-pi55	i	5	0.131696534619554	332.00014236819	3126.4714751285	Xiamen	F1	Female	01	monophthong	1	monophthong	i
F01-01-002-i55	i	5	0.108251383930496	410.667423156415	3063.38110901898	Xiamen	F1	Female	01	monophthong	1	monophthong	i
F01-01-003-tu55	u	5	0.0988295709311136	468.372727209245	1074.52030725782	Xiamen	F1	Female	01	monophthong	1	monophthong	u
F01-01-004-u55	u	5	0.181061753735745	482.488110940353	787.087715152118	Xiamen	F1	Female	01	monophthong	1	monophthong	u
F01-01-005-pa55	a	5	0.160123303546877	1136.46396108871	1708.75027532622	Xiamen	F1	Female	01	monophthong	1	monophthong	a
F01-01-006-a55	a	5	0.137602018971434	1074.33801229242	1322.29723905881	Xiamen	F1	Female	01	monophthong	1	monophthong	a
F01-01-007-tia55	ia	target	0.0429792824456572	454.41728295822	2759.9314266946	Xiamen	F1	Female	01	diphthong	1	onset	i(a)
F01-01-007-tia55	ia	target	0.24485166969041	985.878936585034	1756.12200196414	Xiamen	F1	Female	01	diphthong	2	offset	(i)a
F01-01-008-ia24	ia	target	0.0315976659691549	363.210651014268	3023.16055772563	Xiamen	F1	Female	01	diphthong	1	onset	i(a)
F01-01-008-ia24	ia	target	0.294043407097402	1110.28769173639	1573.16310018033	Xiamen	F1	Female	01	diphthong	2	offset	(i)a
F01-01-009-sua55	ua	target	0.0162300871545619	NA	NA	Xiamen	F1	Female	01	diphthong	1	onset	u(a)
F01-01-009-sua55	ua	target	0.281493208677653	1132.92121414307	1671.02440335889	Xiamen	F1	Female	01	diphthong	2	offset	(u)a
F01-01-010-kua55	ua	target	0.0217810724476895	NA	NA	Xiamen	F1	Female	01	diphthong	1	onset	u(a)
F01-01-010-kua55	ua	target	0.198973040197811	1170.49336003494	1523.53476984219	Xiamen	F1	Female	01	diphthong	2	offset	(u)a
F01-01-011-ua55	ua	target	0.0383542844370077	518.659121859494	925.132948951368	Xiamen	F1	Female	01	diphthong	1	onset	u(a)
F01-01-011-ua55	ua	target	0.285202870109764	261.065952447432	1215.12977006517	Xiamen	F1	Female	01	diphthong	2	offset	(u)a
F01-01-012-pO55	ɔ	5	0.1241027077169	801.984961381507	970.56710443029	Xiamen	F1	Female	01	monophthong	1	monophthong	ɔ
F01-01-013-O55	ɔ	5	0.151529807435559	461.47267207705	888.920113580209	Xiamen	F1	Female	01	monophthong	1	monophthong	ɔ
F01-01-014-po55	o	5	0.166637058073045	519.479697100827	1265.60788562919	Xiamen	F1	Female	01	monophthong	1	monophthong	o
F01-01-015-o55	o	5	0.183098000587343	618.231146217211	1388.32724954192	Xiamen	F1	Female	01	monophthong	1	monophthong	o
F01-01-016-pio55	io	target	0.0508684750397302	471.748718281672	2667.05407332581	Xiamen	F1	Female	01	diphthong	1	onset	i(o)
F01-01-016-pio55	io	target	0.227267219129117	671.336523357044	1658.61068864575	Xiamen	F1	Female	01	diphthong	2	offset	(i)o
F01-01-017-io55	io	target	0.0248824798316055	312.83048947987	2984.22347309084	Xiamen	F1	Female	01	diphthong	1	onset	i(o)
F01-01-017-io55	io	target	0.299355465220401	601.66730217532	1445.08436882459	Xiamen	F1	Female	01	diphthong	2	offset	(i)o
F01-01-018-pe55	e	5	0.172957744300708	544.582642041829	2342.92744375309	Xiamen	F1	Female	01	monophthong	1	monophthong	e
F01-01-019-e55	e	5	0.167190332628347	478.125749524078	2526.74583136108	Xiamen	F1	Female	01	monophthong	1	monophthong	e
F01-01-020-pue55	ue	target	0.0326807066547433	480.844552805053	784.611080775365	Xiamen	F1	Female	01	diphthong	1	onset	u(e)
F01-01-020-pue55	ue	target	0.328434818597365	649.86610390909	2406.62530782391	Xiamen	F1	Female	01	diphthong	2	offset	(u)e
F01-01-021-ue55	ue	target	0.0377884820985289	460.579358900212	851.049402554069	Xiamen	F1	Female	01	diphthong	1	onset	u(e)
F01-01-021-ue55	ue	target	0.297546288709572	565.539070267802	2535.55136344945	Xiamen	F1	Female	01	diphthong	2	offset	(u)e
F01-01-022-piu55	iu	target	0.0476506065500206	435.998864693435	2390.37761523714	Xiamen	F1	Female	01	diphthong	1	onset	i(u)
F01-01-022-piu55	iu	target	0.318480262133532	268.205928768543	1066.40759966036	Xiamen	F1	Female	01	diphthong	2	offset	(i)u
F01-01-023-iu55	iu	target	0.0260872703888735	338.468020642167	2864.6685527429	Xiamen	F1	Female	01	diphthong	1	onset	i(u)
F01-01-023-iu55	iu	target	0.295927473473784	362.344298053824	1438.38996046119	Xiamen	F1	Female	01	diphthong	2	offset	(i)u
F01-01-024-tui55	ui	target	0.0404379794266241	450.668366144977	1208.93818144792	Xiamen	F1	Female	01	diphthong	1	onset	u(i)
F01-01-024-tui55	ui	target	0.249779265522917	NA	NA	Xiamen	F1	Female	01	diphthong	2	offset	(u)i
F01-01-025-ui55	ui	target	0.0329117892481827	450.809362534881	1002.29217886259	Xiamen	F1	Female	01	diphthong	1	onset	u(i)
F01-01-025-ui55	ui	target	0.31315678076344	386.038951080706	3061.73685347411	Xiamen	F1	Female	01	diphthong	2	offset	(u)i
F01-01-026-tai55	ai	target	0.0614605222742253	1073.82373924432	1683.19405221843	Xiamen	F1	Female	01	diphthong	1	onset	a(i)
F01-01-026-tai55	ai	target	0.276802642105124	344.221923940605	2967.8716740103	Xiamen	F1	Female	01	diphthong	2	offset	(a)i
F01-01-027-ai55	ai	target	0.0943415101121903	1093.24753609974	1541.67002840732	Xiamen	F1	Female	01	diphthong	1	onset	a(i)
F01-01-027-ai55	ai	target	0.377657576910584	313.945081445029	2819.07476177484	Xiamen	F1	Female	01	diphthong	2	offset	(a)i
F01-01-030-pau55	au	target	0.0526570914820095	885.636908244592	1285.98823273256	Xiamen	F1	Female	01	diphthong	1	onset	a(u)
F01-01-030-pau55	au	target	0.259888225701531	NA	NA	Xiamen	F1	Female	01	diphthong	2	offset	(a)u
F01-01-031-au55	au	target	0.0563988501548965	1005.35872591923	1233.82132447367	Xiamen	F1	Female	01	diphthong	1	onset	a(u)
F01-01-031-au55	au	target	0.307563996451416	NA	NA	Xiamen	F1	Female	01	diphthong	2	offset	(a)u
F01-02-001-pi55	i	5	0.128396741286444	301.994970932477	3014.56559187193	Xiamen	F1	Female	02	monophthong	1	monophthong	i
F01-02-002-i55	i	5	0.174135148710733	301.721833990875	3048.6993682353	Xiamen	F1	Female	02	monophthong	1	monophthong	i
F01-02-003-tu55	u	5	0.188714919146529	456.978106003817	928.629980910972	Xiamen	F1	Female	02	monophthong	1	monophthong	u
F01-02-004-u55	u	5	0.224529104971717	427.831029077651	739.982557586235	Xiamen	F1	Female	02	monophthong	1	monophthong	u
F01-02-005-pa55	a	5	0.195931103535505	1045.71561300783	1642.30589227518	Xiamen	F1	Female	02	monophthong	1	monophthong	a
F01-02-006-a55	a	5	0.254475876716669	1042.88360258905	1375.28316674278	Xiamen	F1	Female	02	monophthong	1	monophthong	a
F01-02-007-tia55	ia	target	0.0436390084029918	446.238451815563	2807.62319535459	Xiamen	F1	Female	02	diphthong	1	onset	i(a)
F01-02-007-tia55	ia	target	0.353375082520274	992.654268717756	1587.2094018164	Xiamen	F1	Female	02	diphthong	2	offset	(i)a
F01-02-008-ia24	ia	target	0.0465119324070149	324.865892804445	1994.0790459647	Xiamen	F1	Female	02	diphthong	1	onset	i(a)
F01-02-008-ia24	ia	target	0.330072542420236	1068.45465371036	1636.31860051028	Xiamen	F1	Female	02	diphthong	2	offset	(i)a
F01-02-009-sua55	ua	target	0.0246804704839543	NA	NA	Xiamen	F1	Female	02	diphthong	1	onset	u(a)
F01-02-009-sua55	ua	target	0.25865133067184	1092.3131412663	1494.55005118938	Xiamen	F1	Female	02	diphthong	2	offset	(u)a
F01-02-010-kua55	ua	target	0.0262159913450354	475.707375715473	964.667128914407	Xiamen	F1	Female	02	diphthong	1	onset	u(a)
F01-02-010-kua55	ua	target	0.243029325171543	991.97186116608	1331.35218890536	Xiamen	F1	Female	02	diphthong	2	offset	(u)a
F01-02-011-ua55	ua	target	0.0261558481207185	445.567579703799	685.31864525082	Xiamen	F1	Female	02	diphthong	1	onset	u(a)
F01-02-011-ua55	ua	target	0.222324709026107	1019.17877385104	1413.22750803651	Xiamen	F1	Female	02	diphthong	2	offset	(u)a
F01-02-012-pO55	ɔ	5	0.169813423993222	685.343592913578	1013.11890776482	Xiamen	F1	Female	02	monophthong	1	monophthong	ɔ
F01-02-013-O55	ɔ	5	0.225370860032693	687.333097934074	997.937266792732	Xiamen	F1	Female	02	monophthong	1	monophthong	ɔ
F01-02-014-po55	o	5	0.226056331901258	585.620561981025	1142.9155810664	Xiamen	F1	Female	02	monophthong	1	monophthong	o
F01-02-015-o55	o	5	0.266079609751119	581.397506879821	1451.98918068821	Xiamen	F1	Female	02	monophthong	1	monophthong	o
F01-02-016-pio55	io	target	0.057272846287392	447.574993965524	2803.08519776837	Xiamen	F1	Female	02	diphthong	1	onset	i(o)
F01-02-016-pio55	io	target	0.338430455334589	621.336970516576	1519.00050301313	Xiamen	F1	Female	02	diphthong	2	offset	(i)o
F01-02-017-io55	io	target	0.046637158051456	403.798376941587	2888.35291968677	Xiamen	F1	Female	02	diphthong	1	onset	i(o)
F01-02-017-io55	io	target	0.332659289512864	673.190811242356	1455.82375741393	Xiamen	F1	Female	02	diphthong	2	offset	(i)o
F01-02-018-pe55	e	5	0.215799233183827	637.577398445658	2445.13352482558	Xiamen	F1	Female	02	monophthong	1	monophthong	e
F01-02-019-e55	e	5	0.250909090909091	633.795056382882	2358.02404400751	Xiamen	F1	Female	02	monophthong	1	monophthong	e
F01-02-020-pue55	ue	target	0.0402078200041621	443.428720317469	881.042555178893	Xiamen	F1	Female	02	diphthong	1	onset	u(e)
F01-02-020-pue55	ue	target	0.37661324737232	635.209102343684	2347.46026071737	Xiamen	F1	Female	02	diphthong	2	offset	(u)e
F01-02-021-ue55	ue	target	0.0580565685334378	467.914307581125	668.191819344919	Xiamen	F1	Female	02	diphthong	1	onset	u(e)
F01-02-021-ue55	ue	target	0.378528826838014	581.802579290713	2413.23407941541	Xiamen	F1	Female	02	diphthong	2	offset	(u)e
F01-02-022-piu55	iu	target	0.0682625148719354	413.76883125615	2593.18483355522	Xiamen	F1	Female	02	diphthong	1	onset	i(u)
F01-02-022-piu55	iu	target	0.387730422299001	364.066539701079	926.647808447458	Xiamen	F1	Female	02	diphthong	2	offset	(i)u
F01-02-023-iu55	iu	target	0.0885839621400579	328.414502985605	2790.58709045783	Xiamen	F1	Female	02	diphthong	1	onset	i(u)
F01-02-023-iu55	iu	target	0.48318524803668	421.087238736622	982.418342993922	Xiamen	F1	Female	02	diphthong	2	offset	(i)u
F01-02-024-tui55	ui	target	0.0737675595106037	446.911185075355	1149.97888861182	Xiamen	F1	Female	02	diphthong	1	onset	u(i)
F01-02-024-tui55	ui	target	0.354991544268099	366.293778115722	2863.45936596965	Xiamen	F1	Female	02	diphthong	2	offset	(u)i
F01-02-025-ui55	ui	target	0.0566060907341255	423.388884857119	848.287474141994	Xiamen	F1	Female	02	diphthong	1	onset	u(i)
F01-02-025-ui55	ui	target	0.352711855981135	393.378521603152	2902.44852193683	Xiamen	F1	Female	02	diphthong	2	offset	(u)i
F01-02-026-tai55	ai	target	0.0915419842249776	1019.89209580207	1566.02772578816	Xiamen	F1	Female	02	diphthong	1	onset	a(i)
F01-02-026-tai55	ai	target	0.444283763438558	410.206382942688	2705.19515886499	Xiamen	F1	Female	02	diphthong	2	offset	(a)i
F01-02-027-ai55	ai	target	0.130191294784367	992.365831881393	1408.85079116678	Xiamen	F1	Female	02	diphthong	1	onset	a(i)
F01-02-027-ai55	ai	target	0.486256643170529	379.989205605789	2741.00406677806	Xiamen	F1	Female	02	diphthong	2	offset	(a)i
F01-02-030-pau55	au	target	0.0810438232947137	922.502322500403	1364.04824214582	Xiamen	F1	Female	02	diphthong	1	onset	a(u)
F01-02-030-pau55	au	target	0.422123095527289	NA	NA	Xiamen	F1	Female	02	diphthong	2	offset	(a)u
F01-02-031-au55	au	target	0.0973333333333334	1042.75192930074	1384.04775216356	Xiamen	F1	Female	02	diphthong	1	onset	a(u)
F01-02-031-au55	au	target	0.473345826780635	NA	NA	Xiamen	F1	Female	02	diphthong	2	offset	(a)u
F01-03-001-pi55	i	5	0.149725127300221	344.735998381645	3075.93756258984	Xiamen	F1	Female	03	monophthong	1	monophthong	i
F01-03-002-i55	i	5	0.157927991415318	335.68907690583	3060.33070546416	Xiamen	F1	Female	03	monophthong	1	monophthong	i
F01-03-003-tu55	u	5	0.147022763184894	431.737005011559	825.39478481616	Xiamen	F1	Female	03	monophthong	1	monophthong	u
F01-03-004-u55	u	5	0.182494355744637	450.917316458633	705.28969583502	Xiamen	F1	Female	03	monophthong	1	monophthong	u
F01-03-005-pa55	a	5	0.153795858213697	1054.89496192864	1590.97115011322	Xiamen	F1	Female	03	monophthong	1	monophthong	a
F01-03-006-a55	a	5	0.151531530137743	1093.52566448246	1552.95580587584	Xiamen	F1	Female	03	monophthong	1	monophthong	a
F01-03-007-tia55	ia	target	0.0247540712581428	447.445976763128	2691.1849667807	Xiamen	F1	Female	03	diphthong	1	onset	i(a)
F01-03-007-tia55	ia	target	0.254054941859886	1091.34119972912	1633.38160797729	Xiamen	F1	Female	03	diphthong	2	offset	(i)a
F01-03-008-ia24	ia	target	0.0357462651705392	390.280887401574	2945.84266292284	Xiamen	F1	Female	03	diphthong	1	onset	i(a)
F01-03-008-ia24	ia	target	0.296157188702355	1142.6557952738	1669.33847422241	Xiamen	F1	Female	03	diphthong	2	offset	(i)a
F01-03-009-sua55	ua	target	0.0224531647533154	NA	NA	Xiamen	F1	Female	03	diphthong	1	onset	u(a)
F01-03-009-sua55	ua	target	0.27692236529089	1063.25279454201	1392.51778272718	Xiamen	F1	Female	03	diphthong	2	offset	(u)a
F01-03-010-kua55	ua	target	0.0186669146888274	NA	NA	Xiamen	F1	Female	03	diphthong	1	onset	u(a)
F01-03-010-kua55	ua	target	0.245541723983807	1112.61384824657	1458.83836288232	Xiamen	F1	Female	03	diphthong	2	offset	(u)a
F01-03-011-ua55	ua	target	0.0512926123482905	516.232096914643	858.571897350535	Xiamen	F1	Female	03	diphthong	1	onset	u(a)
F01-03-011-ua55	ua	target	0.319555766736698	1080.01703323606	1505.7182180103	Xiamen	F1	Female	03	diphthong	2	offset	(u)a
F01-03-012-pO55	ɔ	5	0.187490253557334	741.658502451265	969.912310384614	Xiamen	F1	Female	03	monophthong	1	monophthong	ɔ
F01-03-013-O55	ɔ	5	0.209710640442528	756.694687337238	958.988777977801	Xiamen	F1	Female	03	monophthong	1	monophthong	ɔ
F01-03-014-po55	o	5	0.15221803791371	662.744508795452	1255.39616976163	Xiamen	F1	Female	03	monophthong	1	monophthong	o
F01-03-015-o55	o	5	0.177843023511824	663.697491640097	1311.02657418083	Xiamen	F1	Female	03	monophthong	1	monophthong	o
F01-03-016-pio55	io	target	0.0363493565846089	426.96721234809	2858.6918241181	Xiamen	F1	Female	03	diphthong	1	onset	i(o)
F01-03-016-pio55	io	target	0.339787463725691	528.687825213649	1397.4501483632	Xiamen	F1	Female	03	diphthong	2	offset	(i)o
F01-03-017-io55	io	target	0.0354153258327977	311.355190470502	2914.15647378057	Xiamen	F1	Female	03	diphthong	1	onset	i(o)
F01-03-017-io55	io	target	0.322884639821095	670.061419714558	1398.53001110919	Xiamen	F1	Female	03	diphthong	2	offset	(i)o
F01-03-018-pe55	e	5	0.169024929898789	650.015107145686	2405.65350011106	Xiamen	F1	Female	03	monophthong	1	monophthong	e
F01-03-019-e55	e	5	0.176747129090234	560.32407683469	2501.93854291333	Xiamen	F1	Female	03	monophthong	1	monophthong	e
F01-03-020-pue55	ue	target	0.0239611550778495	NA	NA	Xiamen	F1	Female	03	diphthong	1	onset	u(e)
F01-03-020-pue55	ue	target	0.334315163705233	701.069677665531	2032.73469137749	Xiamen	F1	Female	03	diphthong	2	offset	(u)e
F01-03-021-ue55	ue	target	0.0309857599667175	436.685789932871	835.041164193574	Xiamen	F1	Female	03	diphthong	1	onset	u(e)
F01-03-021-ue55	ue	target	0.379217920005221	588.082756037523	2436.89217402176	Xiamen	F1	Female	03	diphthong	2	offset	(u)e
F01-03-022-piu55	iu	target	0.0508391146803698	379.835811699889	2719.93306699842	Xiamen	F1	Female	03	diphthong	1	onset	i(u)
F01-03-022-piu55	iu	target	0.340754571441857	337.092849994875	806.718072336712	Xiamen	F1	Female	03	diphthong	2	offset	(i)u
F01-03-023-iu55	iu	target	0.0523707448864426	399.709915292229	2772.4560205297	Xiamen	F1	Female	03	diphthong	1	onset	i(u)
F01-03-023-iu55	iu	target	0.367842136702394	401.008029046625	933.576302669124	Xiamen	F1	Female	03	diphthong	2	offset	(i)u
F01-03-024-tui55	ui	target	0.0368730107235433	440.013147848251	1164.28560777667	Xiamen	F1	Female	03	diphthong	1	onset	u(i)
F01-03-024-tui55	ui	target	0.287847374035403	338.868741004069	2888.64991273783	Xiamen	F1	Female	03	diphthong	2	offset	(u)i
F01-03-025-ui55	ui	target	0.0449203404437714	417.925209863324	929.280205195161	Xiamen	F1	Female	03	diphthong	1	onset	u(i)
F01-03-025-ui55	ui	target	0.307743766714023	393.925910195272	2807.58454432037	Xiamen	F1	Female	03	diphthong	2	offset	(u)i
F01-03-026-tai55	ai	target	0.0565759938205403	1086.56782615555	1640.73362099542	Xiamen	F1	Female	03	diphthong	1	onset	a(i)
F01-03-026-tai55	ai	target	0.345	NA	NA	Xiamen	F1	Female	03	diphthong	2	offset	(a)i
F01-03-027-ai55	ai	target	0.0660502344236824	1068.9228191022	1525.00187777038	Xiamen	F1	Female	03	diphthong	1	onset	a(i)
F01-03-027-ai55	ai	target	0.356438769794946	411.978635042844	2847.38506530744	Xiamen	F1	Female	03	diphthong	2	offset	(a)i
F01-03-030-pau55	au	target	0.071900894163927	973.780430107148	1438.37011997422	Xiamen	F1	Female	03	diphthong	1	onset	a(u)
F01-03-030-pau55	au	target	0.38523422749726	395.63088667562	950.871922026004	Xiamen	F1	Female	03	diphthong	2	offset	(a)u
F01-03-031-au55	au	target	0.112331383219822	997.247142646028	1278.11372428198	Xiamen	F1	Female	03	diphthong	1	onset	a(u)
F01-03-031-au55	au	target	0.374437944066073	365.467717511277	896.028185863355	Xiamen	F1	Female	03	diphthong	2	offset	(a)u
F01-04-002-i55	i	5	0.161505549155263	347.721906137736	3035.6900857608	Xiamen	F1	Female	04	monophthong	1	monophthong	i
F01-04-003-tu55	u	5	0.161960482286959	455.887425980442	855.896653615046	Xiamen	F1	Female	04	monophthong	1	monophthong	u
F01-04-004-u55	u	5	0.19701879668301	509.496185006377	779.04972579881	Xiamen	F1	Female	04	monophthong	1	monophthong	u
F01-04-005-pa55	a	5	0.126631621722562	1097.65019553136	1620.05022878489	Xiamen	F1	Female	04	monophthong	1	monophthong	a
F01-04-006-a55	a	5	0.167409453567236	1039.6594685425	1340.35287121198	Xiamen	F1	Female	04	monophthong	1	monophthong	a
F01-04-007-tia55	ia	target	0.0334005444486143	462.020513367213	2649.87833477622	Xiamen	F1	Female	04	diphthong	1	onset	i(a)
F01-04-007-tia55	ia	target	0.259647114201159	1049.65841323913	1506.72956738424	Xiamen	F1	Female	04	diphthong	2	offset	(i)a
F01-04-008-ia24	ia	target	0.0584828264044999	434.589916151572	2869.31706838706	Xiamen	F1	Female	04	diphthong	1	onset	i(a)
F01-04-008-ia24	ia	target	0.307358366084112	1050.13616468557	1560.45145458947	Xiamen	F1	Female	04	diphthong	2	offset	(i)a
F01-04-009-sua55	ua	target	0.0122393289499101	NA	NA	Xiamen	F1	Female	04	diphthong	1	onset	u(a)
F01-04-009-sua55	ua	target	0.29527381091658	1039.24935724342	1379.79572194377	Xiamen	F1	Female	04	diphthong	2	offset	(u)a
F01-04-010-kua55	ua	target	0.0124713284271691	NA	NA	Xiamen	F1	Female	04	diphthong	1	onset	u(a)
F01-04-010-kua55	ua	target	0.191866591187218	1045.72148718872	1362.56982179167	Xiamen	F1	Female	04	diphthong	2	offset	(u)a
F01-04-011-ua55	ua	target	0.0306146799024799	518.529286628982	783.337996099474	Xiamen	F1	Female	04	diphthong	1	onset	u(a)
F01-04-011-ua55	ua	target	0.273653888101043	1081.92417139763	1454.39689841138	Xiamen	F1	Female	04	diphthong	2	offset	(u)a
F01-04-012-pO55	ɔ	5	0.171538593086106	709.282474927061	1008.3224334916	Xiamen	F1	Female	04	monophthong	1	monophthong	ɔ
F01-04-013-O55	ɔ	5	0.187889277777699	686.118922038939	1073.87942411664	Xiamen	F1	Female	04	monophthong	1	monophthong	ɔ
F01-04-014-po55	o	5	0.188440826374041	682.430920610502	1284.67127924136	Xiamen	F1	Female	04	monophthong	1	monophthong	o
F01-04-015-o55	o	5	0.197620199740354	633.922563469745	1313.66369722381	Xiamen	F1	Female	04	monophthong	1	monophthong	o
F01-04-016-pio55	io	target	0.040267347389501	438.827944190151	2684.80172336532	Xiamen	F1	Female	04	diphthong	1	onset	i(o)
F01-04-016-pio55	io	target	0.409864071643135	294.259489233281	1412.14583212502	Xiamen	F1	Female	04	diphthong	2	offset	(i)o
F01-04-017-io55	io	target	0.0415318411115155	307.487968060914	2899.07250093525	Xiamen	F1	Female	04	diphthong	1	onset	i(o)
F01-04-017-io55	io	target	0.458112189040386	411.595768668098	1425.6945873004	Xiamen	F1	Female	04	diphthong	2	offset	(i)o
F01-04-018-pe55	e	5	0.179455532111058	676.46654924504	2138.63010735627	Xiamen	F1	Female	04	monophthong	1	monophthong	e
F01-04-019-e55	e	5	0.211083971956377	582.548750012931	2238.77743546381	Xiamen	F1	Female	04	monophthong	1	monophthong	e
F01-04-020-pue55	ue	target	0.0242293174136168	NA	NA	Xiamen	F1	Female	04	diphthong	1	onset	u(e)
F01-04-020-pue55	ue	target	0.320028900838188	616.088999364513	2160.99358220187	Xiamen	F1	Female	04	diphthong	2	offset	(u)e
F01-04-021-ue55	ue	target	0.0270068562590132	463.800064377007	812.099895117735	Xiamen	F1	Female	04	diphthong	1	onset	u(e)
F01-04-021-ue55	ue	target	0.381471844658562	512.854655641239	2486.39086883097	Xiamen	F1	Female	04	diphthong	2	offset	(u)e
F01-04-022-piu55	iu	target	0.0501114462560577	405.515532716597	2686.76425775155	Xiamen	F1	Female	04	diphthong	1	onset	i(u)
F01-04-022-piu55	iu	target	0.35566904537836	369.987877670025	858.433143810527	Xiamen	F1	Female	04	diphthong	2	offset	(i)u
F01-04-023-iu55	iu	target	0.0419415732587661	374.750695585044	2795.36435246987	Xiamen	F1	Female	04	diphthong	1	onset	i(u)
F01-04-023-iu55	iu	target	0.415643793988604	456.208903450055	1237.07144809065	Xiamen	F1	Female	04	diphthong	2	offset	(i)u
F01-04-024-tui55	ui	target	0.0411310571829949	446.73665282353	1327.14280571634	Xiamen	F1	Female	04	diphthong	1	onset	u(i)
F01-04-024-tui55	ui	target	0.313814732581368	413.599455987189	2986.63442002931	Xiamen	F1	Female	04	diphthong	2	offset	(u)i
F01-04-025-ui55	ui	target	0.0279907889235081	468.212070444554	982.436763117442	Xiamen	F1	Female	04	diphthong	1	onset	u(i)
F01-04-025-ui55	ui	target	0.316429274220391	406.434460867662	2929.53230629486	Xiamen	F1	Female	04	diphthong	2	offset	(u)i
F01-04-026-tai55	ai	target	0.073573299695613	1019.4116087434	1648.61684208321	Xiamen	F1	Female	04	diphthong	1	onset	a(i)
F01-04-026-tai55	ai	target	0.382756538210542	431.038883629744	2895.84062826329	Xiamen	F1	Female	04	diphthong	2	offset	(a)i
F01-04-027-ai55	ai	target	0.046260325105223	1056.4918604237	1523.62482456851	Xiamen	F1	Female	04	diphthong	1	onset	a(i)
F01-04-027-ai55	ai	target	0.356865365097435	418.796155401992	2915.18161338858	Xiamen	F1	Female	04	diphthong	2	offset	(a)i
F01-04-030-pau55	au	target	0.0561199382136668	1006.08033961005	1522.43263761122	Xiamen	F1	Female	04	diphthong	1	onset	a(u)
F01-04-030-pau55	au	target	0.377317031394015	NA	NA	Xiamen	F1	Female	04	diphthong	2	offset	(a)u
F01-04-031-au55	au	target	0.0315827855830509	1013.68105745692	1363.33704400596	Xiamen	F1	Female	04	diphthong	1	onset	a(u)
F01-04-031-au55	au	target	0.330632286572564	413.745985731197	660.002270814981	Xiamen	F1	Female	04	diphthong	2	offset	(a)u
F01-05-001-pi55	i	5	0.149962758062161	366.604668814827	3060.59590020599	Xiamen	F1	Female	05	monophthong	1	monophthong	i
F01-05-002-i55	i	5	0.173450433188505	362.539333498811	3088.45345041477	Xiamen	F1	Female	05	monophthong	1	monophthong	i
F01-05-003-tu55	u	5	0.175369146611287	460.749510984809	952.88718040957	Xiamen	F1	Female	05	monophthong	1	monophthong	u
F01-05-004-u55	u	5	0.191987634411379	460.684748116694	732.42047442566	Xiamen	F1	Female	05	monophthong	1	monophthong	u
F01-05-005-pa55	a	5	0.109009118739095	1077.00273635815	1523.8004199208	Xiamen	F1	Female	05	monophthong	1	monophthong	a
F01-05-006-a55	a	5	0.173295490373507	1044.76912242392	1545.84075479218	Xiamen	F1	Female	05	monophthong	1	monophthong	a
F01-05-007-tia55	ia	target	0.0314936936270925	445.863367166881	2631.79134196668	Xiamen	F1	Female	05	diphthong	1	onset	i(a)
F01-05-007-tia55	ia	target	0.316878123253936	1072.89976094141	1557.47899745278	Xiamen	F1	Female	05	diphthong	2	offset	(i)a
F01-05-008-ia24	ia	target	0.0239096325556738	NA	NA	Xiamen	F1	Female	05	diphthong	1	onset	i(a)
F01-05-008-ia24	ia	target	0.250421940977847	1044.17505457074	1537.05309472942	Xiamen	F1	Female	05	diphthong	2	offset	(i)a
F01-05-009-sua55	ua	target	0.0282083141512532	489.440369715025	1225.3804026129	Xiamen	F1	Female	05	diphthong	1	onset	u(a)
F01-05-009-sua55	ua	target	0.211562356134399	1031.8042506609	1392.34347706168	Xiamen	F1	Female	05	diphthong	2	offset	(u)a
F01-05-010-kua55	ua	target	0.0176781169808855	NA	NA	Xiamen	F1	Female	05	diphthong	1	onset	u(a)
F01-05-010-kua55	ua	target	0.269331311649962	1074.34289776127	1463.73210895133	Xiamen	F1	Female	05	diphthong	2	offset	(u)a
F01-05-011-ua55	ua	target	0.0528836352621108	459.946673932599	730.617458579201	Xiamen	F1	Female	05	diphthong	1	onset	u(a)
F01-05-011-ua55	ua	target	0.348	1075.82562169803	1429.01949622742	Xiamen	F1	Female	05	diphthong	2	offset	(u)a
F01-05-012-pO55	ɔ	5	0.185275889725519	710.668863616843	1101.28495101636	Xiamen	F1	Female	05	monophthong	1	monophthong	ɔ
F01-05-013-O55	ɔ	5	0.185152215154255	728.099314814004	1105.24134497032	Xiamen	F1	Female	05	monophthong	1	monophthong	ɔ
F01-05-014-po55	o	5	0.190184476690187	733.681873199862	1468.0109804611	Xiamen	F1	Female	05	monophthong	1	monophthong	o
F01-05-015-o55	o	5	0.216154789460869	669.997706670641	1304.67698836948	Xiamen	F1	Female	05	monophthong	1	monophthong	o
F01-05-016-pio55	io	target	0.0418742700652225	442.771360303097	2677.48333192644	Xiamen	F1	Female	05	diphthong	1	onset	i(o)
F01-05-016-pio55	io	target	0.380089528284327	NA	NA	Xiamen	F1	Female	05	diphthong	2	offset	(i)o
F01-05-017-io55	io	target	0.0327045574869739	355.080474765608	2852.0188176172	Xiamen	F1	Female	05	diphthong	1	onset	i(o)
F01-05-017-io55	io	target	0.440253658478495	NA	NA	Xiamen	F1	Female	05	diphthong	2	offset	(i)o
F01-05-018-pe55	e	5	0.211508591518545	643.005421119584	2463.51416313335	Xiamen	F1	Female	05	monophthong	1	monophthong	e
F01-05-019-e55	e	5	0.179725377422181	595.66869283734	2680.21323313735	Xiamen	F1	Female	05	monophthong	1	monophthong	e
